Payer,Service,Age Group,Sex,2002,2004,2006,2008,2010,2012,2014,2016,2018,2020
Total,Nursing Care Facilities and Continuing Care Retirement Communities,85+,Females,30714,34652,37712,40720,42806,44701,44814,46140,45728,49437
Medicaid,Other Health Residential and Personal Care,Total,Total,40207,46860,53329,60037,69691,75873,84805,100801,109982,121543
Medicaid,Other Health Residential and Personal Care,0-18,Total,5535,5770,6940,7999,8961,8886,7723,7203,8058,7104
Medicaid,Other Health Residential and Personal Care,19-44,Total,16198,18860,19884,21598,24730,26741,30395,36581,41720,45197
Medicaid,Other Health Residential and Personal Care,45-64,Total,9484,12033,13791,15620,19186,19656,29578,36858,38851,40054
Medicaid,Other Health Residential and Personal Care,65-84,Total,7290,8351,10262,12081,14025,16817,13540,16494,17992,23765
Medicaid,Other Health Residential and Personal Care,85+,Total,1701,1846,2452,2739,2789,3773,3570,3665,3361,5422
Medicaid,Other Health Residential and Personal Care,Total,Males,20984,24791,27644,31153,37107,39388,45024,54411,59046,64956
Medicaid,Other Health Residential and Personal Care,0-18,Males,3404,3549,4223,4903,5485,5469,4749,4424,5061,4395
Medicaid,Other Health Residential and Personal Care,19-44,Males,9506,11144,11694,12649,14545,15739,18104,21978,25022,27702
Medicaid,Other Health Residential and Personal Care,45-64,Males,5107,6581,7475,8480,10712,10776,16060,20214,20929,21759
Medicaid,Other Health Residential and Personal Care,65-84,Males,2661,3193,3833,4628,5815,6694,5381,6986,7302,9878
Medicaid,Other Health Residential and Personal Care,85+,Males,306,324,420,492,550,710,730,810,731,1222
Medicaid,Other Health Residential and Personal Care,Total,Females,19223,22069,25684,28885,32583,36486,39781,46390,50936,56587
Medicaid,Other Health Residential and Personal Care,0-18,Females,2131,2220,2717,3095,3476,3417,2974,2779,2997,2709
Medicaid,Other Health Residential and Personal Care,19-44,Females,6692,7717,8190,8949,10184,11002,12291,14603,16698,17495
Medicaid,Other Health Residential and Personal Care,45-64,Females,4377,5452,6317,7140,8474,8881,13517,16645,17921,18295
Medicaid,Other Health Residential and Personal Care,65-84,Females,4629,5158,6428,7453,8210,10123,8159,9508,10689,13887
Medicaid,Other Health Residential and Personal Care,85+,Females,1395,1522,2032,2247,2239,3063,2841,2855,2630,4201
Medicare,Other Health Residential and Personal Care,Total,Total,2368,3042,3711,4226,4776,5090,5187,4889,4916,4430
Medicare,Other Health Residential and Personal Care,0-18,Total,1,1,1,1,1,1,0,0,0,0
Medicare,Other Health Residential and Personal Care,19-44,Total,101,140,177,207,240,259,258,230,217,189
Medicare,Other Health Residential and Personal Care,45-64,Total,203,300,411,740,888,969,997,908,867,713
Medicare,Other Health Residential and Personal Care,65-84,Total,1503,1919,2285,2308,2554,2714,2780,2663,2752,2581
Medicare,Other Health Residential and Personal Care,85+,Total,560,682,837,971,1094,1148,1151,1087,1080,946
Medicare,Other Health Residential and Personal Care,Total,Males,966,1264,1570,1804,2059,2212,2286,2177,2226,2062
Medicare,Other Health Residential and Personal Care,0-18,Males,0,0,0,0,0,0,0,0,0,0
Medicare,Other Health Residential and Personal Care,19-44,Males,58,78,97,110,127,133,131,118,114,102
Medicare,Other Health Residential and Personal Care,45-64,Males,111,165,223,390,466,510,525,477,458,387
Medicare,Other Health Residential and Personal Care,65-84,Males,639,823,996,1001,1119,1197,1244,1213,1279,1233
Medicare,Other Health Residential and Personal Care,85+,Males,157,198,253,302,347,372,386,369,375,340
Medicare,Other Health Residential and Personal Care,Total,Females,1403,1778,2141,2422,2717,2878,2901,2712,2690,2367
Medicare,Other Health Residential and Personal Care,0-18,Females,0,0,0,0,0,0,0,0,0,0
Medicare,Other Health Residential and Personal Care,19-44,Females,43,62,80,96,113,126,127,113,103,87
Medicare,Other Health Residential and Personal Care,45-64,Females,92,136,188,350,423,459,472,431,409,326
Medicare,Other Health Residential and Personal Care,65-84,Females,864,1096,1289,1306,1435,1517,1536,1450,1473,1349
Medicare,Other Health Residential and Personal Care,85+,Females,403,484,584,669,747,777,766,718,705,606
Other Payers and Programs,Other Health Residential and Personal Care,Total,Total,25491,28856,32445,36025,39250,41576,44822,51199,56267,64502
Other Payers and Programs,Other Health Residential and Personal Care,0-18,Total,5708,6448,7384,8510,8924,9317,9645,10951,12972,16180
Other Payers and Programs,Other Health Residential and Personal Care,19-44,Total,9667,10181,11391,11788,12410,14242,13854,15094,16859,19948
Other Payers and Programs,Other Health Residential and Personal Care,45-64,Total,7564,8888,9938,12458,12957,13193,15401,17482,17971,18914
Other Payers and Programs,Other Health Residential and Personal Care,65-84,Total,2041,2492,2786,2604,3762,3732,4980,6832,6815,8187
Other Payers and Programs,Other Health Residential and Personal Care,85+,Total,510,847,946,666,1196,1091,943,841,1650,1272
Other Payers and Programs,Other Health Residential and Personal Care,Total,Males,12540,14606,16421,18905,20309,22389,22716,26974,30285,33118
Other Payers and Programs,Other Health Residential and Personal Care,0-18,Males,2865,3328,3811,4518,4664,5221,4988,5854,7018,8443
Other Payers and Programs,Other Health Residential and Personal Care,19-44,Males,4595,4974,5562,5901,6182,7537,6804,7863,8674,10162
Other Payers and Programs,Other Health Residential and Personal Care,45-64,Males,3893,4564,5103,6965,7126,7047,8163,9924,10119,10381
Other Payers and Programs,Other Health Residential and Personal Care,65-84,Males,1087,1244,1391,1330,1731,1860,2240,3101,3633,3727
Other Payers and Programs,Other Health Residential and Personal Care,85+,Males,101,495,553,192,606,724,521,232,840,404
Other Payers and Programs,Other Health Residential and Personal Care,Total,Females,12951,14250,16025,17119,18941,19187,22106,24225,25982,31384
Other Payers and Programs,Other Health Residential and Personal Care,0-18,Females,2843,3119,3573,3992,4261,4096,4656,5097,5953,7737
Other Payers and Programs,Other Health Residential and Personal Care,19-44,Females,5073,5207,5829,5887,6228,6706,7050,7231,8185,9786
Other Payers and Programs,Other Health Residential and Personal Care,45-64,Females,3672,4323,4835,5493,5831,6146,7238,7558,7853,8533
Other Payers and Programs,Other Health Residential and Personal Care,65-84,Females,954,1248,1395,1274,2031,1871,2740,3730,3182,4460
Other Payers and Programs,Other Health Residential and Personal Care,85+,Females,410,352,394,474,590,368,422,609,809,868
Out-of-Pocket,Other Health Residential and Personal Care,Total,Total,3471,4187,4697,4167,4783,5521,5923,5225,6196,6645
Out-of-Pocket,Other Health Residential and Personal Care,0-18,Total,699,807,1062,1061,1252,1246,1323,1206,1329,1937
Out-of-Pocket,Other Health Residential and Personal Care,19-44,Total,1044,1302,1725,1660,1550,2353,2531,1926,2592,2640
Out-of-Pocket,Other Health Residential and Personal Care,45-64,Total,1520,1836,1787,1333,1793,1661,1701,1707,1768,1527
Out-of-Pocket,Other Health Residential and Personal Care,65-84,Total,187,177,78,85,163,228,312,311,415,465
Out-of-Pocket,Other Health Residential and Personal Care,85+,Total,21,64,45,29,25,33,56,76,92,76
Out-of-Pocket,Other Health Residential and Personal Care,Total,Males,1426,1831,2323,2211,2208,2680,2891,2779,3344,3131
Out-of-Pocket,Other Health Residential and Personal Care,0-18,Males,365,455,610,639,690,650,673,633,685,912
Out-of-Pocket,Other Health Residential and Personal Care,19-44,Males,427,592,957,952,735,1148,1315,1086,1456,1298
Out-of-Pocket,Other Health Residential and Personal Care,45-64,Males,547,675,707,563,694,695,706,872,947,670
Out-of-Pocket,Other Health Residential and Personal Care,65-84,Males,85,68,21,38,73,163,184,173,223,236
Out-of-Pocket,Other Health Residential and Personal Care,85+,Males,3,41,27,19,16,23,14,15,34,16
Out-of-Pocket,Other Health Residential and Personal Care,Total,Females,2045,2356,2374,1957,2575,2841,3032,2447,2853,3514
Out-of-Pocket,Other Health Residential and Personal Care,0-18,Females,334,353,452,422,562,596,650,573,644,1026
Out-of-Pocket,Other Health Residential and Personal Care,19-44,Females,618,710,768,708,815,1205,1216,840,1136,1343
Out-of-Pocket,Other Health Residential and Personal Care,45-64,Females,973,1161,1080,770,1099,966,995,835,822,856
Out-of-Pocket,Other Health Residential and Personal Care,65-84,Females,103,109,56,47,90,65,128,138,192,229
Out-of-Pocket,Other Health Residential and Personal Care,85+,Females,18,23,18,10,9,10,43,60,59,60
Private health Insurance,Other Health Residential and Personal Care,Total,Total,4472,5830,6668,7485,8902,10038,10579,12117,12573,13552
Private health Insurance,Other Health Residential and Personal Care,0-18,Total,559,615,1002,1049,920,959,925,1267,1203,1201
Private health Insurance,Other Health Residential and Personal Care,19-44,Total,983,924,906,2072,2690,3423,3893,4544,4521,5950
Private health Insurance,Other Health Residential and Personal Care,45-64,Total,1559,2365,3172,2943,3329,3674,3619,3973,4539,4470
Private health Insurance,Other Health Residential and Personal Care,65-84,Total,1189,1761,1369,1128,1655,1654,1730,1680,1765,1418
Private health Insurance,Other Health Residential and Personal Care,85+,Total,182,165,219,294,309,327,411,652,544,513
Private health Insurance,Other Health Residential and Personal Care,Total,Males,2319,3011,3533,3810,3994,4765,4695,5922,5955,6898
Private health Insurance,Other Health Residential and Personal Care,0-18,Males,260,411,732,692,593,583,508,883,808,838
Private health Insurance,Other Health Residential and Personal Care,19-44,Males,530,447,398,836,1095,1918,1895,2208,2197,2959
Private health Insurance,Other Health Residential and Personal Care,45-64,Males,944,1253,1760,1716,1585,1513,1496,2083,2168,2403
Private health Insurance,Other Health Residential and Personal Care,65-84,Males,562,867,610,512,642,648,688,616,653,574
Private health Insurance,Other Health Residential and Personal Care,85+,Males,23,32,33,54,79,104,109,130,129,124
Private health Insurance,Other Health Residential and Personal Care,Total,Females,2153,2819,3135,3675,4908,5273,5883,6195,6618,6654
Private health Insurance,Other Health Residential and Personal Care,0-18,Females,299,204,270,357,327,376,417,384,395,363
Private health Insurance,Other Health Residential and Personal Care,19-44,Females,452,477,508,1236,1595,1506,1999,2336,2324,2992
Private health Insurance,Other Health Residential and Personal Care,45-64,Females,615,1112,1411,1226,1744,2162,2124,1890,2371,2067
Private health Insurance,Other Health Residential and Personal Care,65-84,Females,627,894,759,616,1012,1006,1042,1064,1112,844
Private health Insurance,Other Health Residential and Personal Care,85+,Females,159,133,186,239,230,223,302,521,415,389
Total,Other Health Residential and Personal Care,Total,Total,76010,88775,100850,111941,127402,138099,151316,174231,189934,210672
Total,Other Health Residential and Personal Care,0-18,Total,12501,13641,16389,18619,20058,20408,19616,20628,23562,26422
Total,Other Health Residential and Personal Care,19-44,Total,27993,31408,34084,37325,41619,47019,50930,58376,65908,73925
Total,Other Health Residential and Personal Care,45-64,Total,20330,25422,29099,33093,38153,39154,51297,60929,63997,65678
Total,Other Health Residential and Personal Care,65-84,Total,12211,14700,16779,18205,22159,25145,23341,27980,29738,36417
Total,Other Health Residential and Personal Care,85+,Total,2975,3604,4500,4699,5413,6373,6132,6320,6728,8230
Total,Other Health Residential and Personal Care,Total,Males,38235,45503,51491,57883,65678,71434,77612,92262,100855,110166
Total,Other Health Residential and Personal Care,0-18,Males,6894,7744,9377,10752,11431,11923,10918,11795,13573,14588
Total,Other Health Residential and Personal Care,19-44,Males,15116,17234,18709,20448,22685,26475,28249,33252,37462,42222
Total,Other Health Residential and Personal Care,45-64,Males,10601,13239,15269,18115,20583,20541,26950,33569,34621,35601
Total,Other Health Residential and Personal Care,65-84,Males,5034,6195,6851,7509,9380,10563,9737,12090,13090,15648
Total,Other Health Residential and Personal Care,85+,Males,590,1090,1286,1059,1598,1932,1759,1556,2109,2106
Total,Other Health Residential and Personal Care,Total,Females,37775,43272,49360,54058,61724,66665,73703,81969,89079,100506
Total,Other Health Residential and Personal Care,0-18,Females,5607,5897,7012,7867,8626,8485,8698,8833,9990,11833
Total,Other Health Residential and Personal Care,19-44,Females,12877,14173,15375,16877,18935,20544,22682,25123,28446,31703
Total,Other Health Residential and Personal Care,45-64,Females,9729,12183,13830,14978,17570,18613,24347,27359,29376,30077
Total,Other Health Residential and Personal Care,65-84,Females,7177,8505,9928,10697,12778,14583,13604,15890,16649,20769
Total,Other Health Residential and Personal Care,85+,Females,2385,2514,3214,3640,3815,4440,4373,4764,4619,6124
Medicare,Other Nondurable Medical Products,Total,Total,1678,2025,2295,2717,3008,3271,2278,2102,2089,2334
Medicare,Other Nondurable Medical Products,0-18,Total,1,2,3,3,3,1,0,1,1,1
Medicare,Other Nondurable Medical Products,19-44,Total,104,127,142,162,186,203,130,144,142,151
Medicare,Other Nondurable Medical Products,45-64,Total,270,369,445,554,637,695,543,421,390,375
Medicare,Other Nondurable Medical Products,65-84,Total,1062,1279,1434,1708,1872,2050,1351,1327,1359,1597
Medicare,Other Nondurable Medical Products,85+,Total,241,248,270,290,309,321,254,208,197,209
Medicare,Other Nondurable Medical Products,Total,Males,687,858,1001,1200,1363,1533,1081,1088,1115,1271
Medicare,Other Nondurable Medical Products,0-18,Males,1,1,2,2,2,1,0,1,1,1
Medicare,Other Nondurable Medical Products,19-44,Males,61,73,80,88,103,112,75,81,78,82
Medicare,Other Nondurable Medical Products,45-64,Males,131,178,213,258,297,331,281,212,201,193
Medicare,Other Nondurable Medical Products,65-84,Males,437,541,630,765,861,975,634,704,745,893
Medicare,Other Nondurable Medical Products,85+,Males,57,65,76,88,101,114,91,90,91,101
Medicare,Other Nondurable Medical Products,Total,Females,991,1167,1295,1516,1645,1738,1197,1014,974,1063
Medicare,Other Nondurable Medical Products,0-18,Females,1,1,1,1,1,1,0,0,0,0
Medicare,Other Nondurable Medical Products,19-44,Females,43,54,62,74,84,91,54,63,63,68
Medicare,Other Nondurable Medical Products,45-64,Females,139,191,232,296,340,364,262,210,189,182
Medicare,Other Nondurable Medical Products,65-84,Females,625,738,804,943,1012,1075,718,623,614,705
Medicare,Other Nondurable Medical Products,85+,Females,184,183,194,202,208,207,163,118,106,108
Other Payers and Programs,Other Nondurable Medical Products,Total,Total,0,0,0,0,0,2,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,0-18,Total,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,19-44,Total,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,45-64,Total,0,0,0,0,0,1,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,65-84,Total,0,0,0,0,0,1,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,85+,Total,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,Total,Males,0,0,0,0,0,1,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,0-18,Males,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,19-44,Males,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,45-64,Males,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,65-84,Males,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,85+,Males,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,Total,Females,0,0,0,0,0,1,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,0-18,Females,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,19-44,Females,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,45-64,Females,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,65-84,Females,0,0,0,0,0,0,0,0,0,0
Other Payers and Programs,Other Nondurable Medical Products,85+,Females,0,0,0,0,0,0,0,0,0,0
Out-of-Pocket,Other Nondurable Medical Products,Total,Total,26227,30699,36370,42592,48812,57940,63238,69774,75512,83033
Out-of-Pocket,Other Nondurable Medical Products,0-18,Total,1177,1345,1552,1765,1952,2221,2373,2440,2519,2643
Out-of-Pocket,Other Nondurable Medical Products,19-44,Total,4424,5009,5726,6468,7221,8379,9238,9859,10396,10797
Out-of-Pocket,Other Nondurable Medical Products,45-64,Total,8802,10634,12922,15265,17525,20350,22034,23406,24146,25255
Out-of-Pocket,Other Nondurable Medical Products,65-84,Total,9855,11389,13324,15660,18047,22053,24324,28204,32173,37527
Out-of-Pocket,Other Nondurable Medical Products,85+,Total,1968,2322,2846,3434,4067,4937,5268,5865,6278,6811
Out-of-Pocket,Other Nondurable Medical Products,Total,Males,10776,12684,15100,17757,20299,24159,26913,29684,32131,35500
Out-of-Pocket,Other Nondurable Medical Products,0-18,Males,674,769,887,1009,1116,1269,1324,1334,1377,1445
Out-of-Pocket,Other Nondurable Medical Products,19-44,Males,1803,2039,2330,2629,2922,3397,3860,4113,4332,4671
Out-of-Pocket,Other Nondurable Medical Products,45-64,Males,4000,4835,5879,6947,7924,9199,10266,10911,11258,11783
Out-of-Pocket,Other Nondurable Medical Products,65-84,Males,3852,4496,5314,6315,7300,9005,10040,11682,13347,15575
Out-of-Pocket,Other Nondurable Medical Products,85+,Males,448,545,690,857,1037,1289,1423,1645,1817,2025
Out-of-Pocket,Other Nondurable Medical Products,Total,Females,15450,18015,21270,24835,28512,33781,36325,40090,43380,47533
Out-of-Pocket,Other Nondurable Medical Products,0-18,Females,504,576,664,756,836,952,1049,1106,1142,1198
Out-of-Pocket,Other Nondurable Medical Products,19-44,Females,2620,2969,3396,3839,4299,4983,5378,5747,6065,6126
Out-of-Pocket,Other Nondurable Medical Products,45-64,Females,4803,5800,7044,8318,9601,11151,11768,12495,12887,13472
Out-of-Pocket,Other Nondurable Medical Products,65-84,Females,6004,6893,8010,9345,10747,13048,14284,16522,18826,21952
Out-of-Pocket,Other Nondurable Medical Products,85+,Females,1520,1777,2156,2577,3030,3648,3846,4221,4461,4786
Total,Other Nondurable Medical Products,Total,Total,27905,32724,38666,45309,51820,61213,65516,71876,77601,85367
Total,Other Nondurable Medical Products,0-18,Total,1179,1347,1555,1768,1955,2223,2374,2441,2520,2644
Total,Other Nondurable Medical Products,19-44,Total,4527,5135,5869,6630,7407,8583,9368,10003,10538,10948
Total,Other Nondurable Medical Products,45-64,Total,9072,11003,13368,15819,18162,21046,22577,23827,24536,25630
Total,Other Nondurable Medical Products,65-84,Total,10917,12668,14758,17368,19920,24103,25676,29531,33532,39125
Total,Other Nondurable Medical Products,85+,Total,2209,2570,3116,3724,4377,5258,5522,6073,6475,7020
Total,Other Nondurable Medical Products,Total,Males,11464,13542,16101,18957,21663,25693,27994,30772,33247,36771
Total,Other Nondurable Medical Products,0-18,Males,674,770,889,1011,1118,1270,1324,1335,1378,1446
Total,Other Nondurable Medical Products,19-44,Males,1864,2112,2410,2717,3024,3509,3935,4194,4410,4754
Total,Other Nondurable Medical Products,45-64,Males,4131,5013,6092,7205,8221,9531,10547,11123,11459,11977
Total,Other Nondurable Medical Products,65-84,Males,4289,5037,5944,7079,8161,9980,10674,12386,14092,16468
Total,Other Nondurable Medical Products,85+,Males,505,610,766,946,1139,1404,1513,1735,1908,2127
Total,Other Nondurable Medical Products,Total,Females,16441,19182,22565,26352,30157,35520,37522,41104,44354,48596
Total,Other Nondurable Medical Products,0-18,Females,504,577,666,758,837,953,1049,1106,1142,1198
Total,Other Nondurable Medical Products,19-44,Females,2663,3023,3459,3912,4383,5074,5433,5809,6128,6194
Total,Other Nondurable Medical Products,45-64,Females,4941,5990,7276,8614,9940,11515,12030,12705,13077,13654
Total,Other Nondurable Medical Products,65-84,Females,6629,7631,8814,10289,11759,14123,15002,17145,19440,22657
Total,Other Nondurable Medical Products,85+,Females,1704,1960,2350,2778,3238,3854,4009,4339,4567,4894
Medicaid,Other Professional Services,Total,Total,2216,2924,3225,3834,4960,4783,5967,7269,7653,8298
Medicaid,Other Professional Services,0-18,Total,1128,1436,1612,1862,2330,2247,2648,3369,3542,3829
Medicaid,Other Professional Services,19-44,Total,607,869,946,1084,1457,1326,1785,2098,2203,2410
Medicaid,Other Professional Services,45-64,Total,286,416,464,592,791,814,1163,1366,1416,1495
Medicaid,Other Professional Services,65-84,Total,150,159,157,223,277,291,264,311,356,410
Medicaid,Other Professional Services,85+,Total,45,44,47,73,106,106,107,125,136,154
Medicaid,Other Professional Services,Total,Males,955,1259,1316,1604,2134,2098,2643,3243,3467,3762
Medicaid,Other Professional Services,0-18,Males,614,779,850,989,1240,1205,1414,1799,1909,2056
Medicaid,Other Professional Services,19-44,Males,175,257,227,290,446,423,551,648,714,792
Medicaid,Other Professional Services,45-64,Males,112,164,180,238,335,352,557,654,680,720
Medicaid,Other Professional Services,65-84,Males,47,50,50,73,93,96,99,117,137,161
Medicaid,Other Professional Services,85+,Males,8,8,9,14,20,21,21,25,27,32
Medicaid,Other Professional Services,Total,Females,1261,1665,1910,2230,2826,2685,3325,4026,4186,4537
Medicaid,Other Professional Services,0-18,Females,514,657,762,874,1089,1041,1234,1570,1633,1773
Medicaid,Other Professional Services,19-44,Females,432,612,718,794,1011,903,1234,1450,1490,1618
Medicaid,Other Professional Services,45-64,Females,175,252,284,354,456,461,606,712,736,775
Medicaid,Other Professional Services,65-84,Females,103,109,107,150,185,195,165,194,219,249
Medicaid,Other Professional Services,85+,Females,37,36,38,59,86,85,86,100,109,122
Medicare,Other Professional Services,Total,Total,6608,8079,9951,12047,14068,16250,18705,21241,25613,28789
Medicare,Other Professional Services,0-18,Total,0,0,0,0,0,0,0,0,1,0
Medicare,Other Professional Services,19-44,Total,188,249,322,369,436,502,582,597,651,711
Medicare,Other Professional Services,45-64,Total,578,817,1163,1505,1877,2241,2677,2991,3426,3713
Medicare,Other Professional Services,65-84,Total,4907,5866,7010,8446,9694,11118,12716,14640,18006,20555
Medicare,Other Professional Services,85+,Total,935,1146,1455,1727,2061,2389,2730,3012,3530,3810
Medicare,Other Professional Services,Total,Males,2571,3119,3900,4877,5736,6677,7710,8819,10739,12302
Medicare,Other Professional Services,0-18,Males,0,0,0,0,0,0,0,0,0,0
Medicare,Other Professional Services,19-44,Males,86,115,148,163,192,218,252,259,287,322
Medicare,Other Professional Services,45-64,Males,251,350,506,652,814,981,1179,1320,1519,1663
Medicare,Other Professional Services,65-84,Males,1961,2318,2810,3511,4066,4692,5364,6201,7683,8933
Medicare,Other Professional Services,85+,Males,273,336,436,551,664,785,915,1038,1250,1384
Medicare,Other Professional Services,Total,Females,4037,4959,6051,7170,8332,9573,10995,12422,14874,16487
Medicare,Other Professional Services,0-18,Females,0,0,0,0,0,0,0,0,0,0
Medicare,Other Professional Services,19-44,Females,103,135,175,206,244,283,330,338,364,389
Medicare,Other Professional Services,45-64,Females,327,467,656,852,1062,1259,1498,1671,1907,2050
Medicare,Other Professional Services,65-84,Females,2945,3547,4200,4935,5628,6426,7352,8440,10323,11621
Medicare,Other Professional Services,85+,Females,662,810,1019,1176,1397,1604,1815,1973,2280,2426
Other Payers and Programs,Other Professional Services,Total,Total,7614,8004,8409,9235,9646,10431,10766,11518,12614,20967
Other Payers and Programs,Other Professional Services,0-18,Total,757,540,793,909,1110,1273,1496,1469,1851,2516
Other Payers and Programs,Other Professional Services,19-44,Total,3194,3202,3181,3501,3385,3461,3508,3990,3750,5803
Other Payers and Programs,Other Professional Services,45-64,Total,2808,3496,3273,3852,3935,4364,4577,4505,4538,7701
Other Payers and Programs,Other Professional Services,65-84,Total,795,680,1018,877,1101,1131,1027,1416,2266,4387
Other Payers and Programs,Other Professional Services,85+,Total,61,85,144,97,115,202,157,138,209,560
Other Payers and Programs,Other Professional Services,Total,Males,2880,3305,3989,3575,4352,3877,4419,5006,5000,9608
Other Payers and Programs,Other Professional Services,0-18,Males,396,250,418,489,536,649,828,916,773,1380
Other Payers and Programs,Other Professional Services,19-44,Males,1163,1383,1569,1322,1152,1110,1573,1729,1605,2532
Other Payers and Programs,Other Professional Services,45-64,Males,967,1446,1578,1495,2168,1682,1631,1741,1639,3641
Other Payers and Programs,Other Professional Services,65-84,Males,334,190,372,232,452,373,343,582,883,1839
Other Payers and Programs,Other Professional Services,85+,Males,21,36,52,38,44,63,45,38,101,216
Other Payers and Programs,Other Professional Services,Total,Females,4734,4699,4420,5660,5294,6554,6347,6512,7614,11359
Other Payers and Programs,Other Professional Services,0-18,Females,361,290,375,420,575,624,669,553,1078,1137
Other Payers and Programs,Other Professional Services,19-44,Females,2031,1819,1612,2179,2233,2352,1936,2261,2146,3271
Other Payers and Programs,Other Professional Services,45-64,Females,1841,2050,1695,2357,1766,2682,2946,2765,2900,4060
Other Payers and Programs,Other Professional Services,65-84,Females,461,489,646,645,650,758,684,834,1383,2548
Other Payers and Programs,Other Professional Services,85+,Females,40,49,92,58,70,139,112,100,108,343
Out-of-Pocket,Other Professional Services,Total,Total,11928,13405,14419,16858,17682,19128,20436,22576,25855,26232
Out-of-Pocket,Other Professional Services,0-18,Total,1152,1167,1346,1547,1716,1922,1999,1852,2759,3007
Out-of-Pocket,Other Professional Services,19-44,Total,3599,3863,4137,4789,4923,5408,5705,7991,7610,8796
Out-of-Pocket,Other Professional Services,45-64,Total,4298,4792,5127,5940,6120,6520,6843,8431,10072,9338
Out-of-Pocket,Other Professional Services,65-84,Total,2417,3032,3175,3805,4117,4500,5040,3819,4813,4540
Out-of-Pocket,Other Professional Services,85+,Total,462,552,634,777,805,778,849,484,601,551
Out-of-Pocket,Other Professional Services,Total,Males,4579,5226,5755,6880,7170,7693,8237,9459,10014,11167
Out-of-Pocket,Other Professional Services,0-18,Males,573,592,696,802,882,978,1016,1125,1020,1438
Out-of-Pocket,Other Professional Services,19-44,Males,1364,1489,1620,1910,1921,2177,2301,3364,3251,3789
Out-of-Pocket,Other Professional Services,45-64,Males,1580,1764,1906,2253,2309,2499,2623,3221,3643,3916
Out-of-Pocket,Other Professional Services,65-84,Males,932,1220,1343,1686,1802,1790,2018,1614,1873,1770
Out-of-Pocket,Other Professional Services,85+,Males,131,161,191,230,257,250,279,135,227,253
Out-of-Pocket,Other Professional Services,Total,Females,7349,8179,8663,9978,10512,11434,12198,13117,15841,15066
Out-of-Pocket,Other Professional Services,0-18,Females,579,575,650,746,834,945,983,726,1739,1570
Out-of-Pocket,Other Professional Services,19-44,Females,2235,2374,2518,2879,3003,3231,3404,4627,4360,5007
Out-of-Pocket,Other Professional Services,45-64,Females,2718,3028,3221,3687,3811,4021,4220,5210,6429,5422
Out-of-Pocket,Other Professional Services,65-84,Females,1486,1812,1832,2119,2316,2710,3022,2205,2940,2770
Out-of-Pocket,Other Professional Services,85+,Females,331,391,443,547,548,528,570,349,374,298
Private health Insurance,Other Professional Services,Total,Total,14972,17800,19259,22511,23533,25838,26477,29469,32758,33416
Private health Insurance,Other Professional Services,0-18,Total,1518,1361,1932,1793,2378,3030,2946,3517,4366,4227
Private health Insurance,Other Professional Services,19-44,Total,5629,6639,6419,7498,7363,8369,8109,10524,10498,11017
Private health Insurance,Other Professional Services,45-64,Total,5617,7454,8359,9692,10909,10779,11512,11061,12219,12688
Private health Insurance,Other Professional Services,65-84,Total,1924,2041,2197,2943,2370,2912,3270,3779,5032,5058
Private health Insurance,Other Professional Services,85+,Total,283,304,353,585,513,748,640,588,643,425
Private health Insurance,Other Professional Services,Total,Males,5796,7425,7567,9704,9966,9763,10258,12135,13681,14634
Private health Insurance,Other Professional Services,0-18,Males,817,742,1089,900,1327,1496,1700,2229,2080,2616
Private health Insurance,Other Professional Services,19-44,Males,2194,2714,2507,2953,2649,2836,2579,3876,4265,4683
Private health Insurance,Other Professional Services,45-64,Males,1879,2842,2935,4237,4984,4059,4494,4472,4777,5304
Private health Insurance,Other Professional Services,65-84,Males,828,1026,918,1477,871,1041,1300,1368,2313,1870
Private health Insurance,Other Professional Services,85+,Males,78,101,118,137,134,332,186,190,247,160
Private health Insurance,Other Professional Services,Total,Females,9176,10375,11692,12807,13568,16075,16219,17335,19077,18782
Private health Insurance,Other Professional Services,0-18,Females,701,619,843,894,1050,1534,1246,1288,2286,1611
Private health Insurance,Other Professional Services,19-44,Females,3436,3925,3912,4545,4714,5533,5530,6648,6233,6334
Private health Insurance,Other Professional Services,45-64,Females,3739,4613,5423,5455,5925,6720,7018,6589,7443,7384
